2993,1,896,896,0
2994,1,1063,1063,0
2995,1,796,796,0
2996,1,944,944,0
2997,1,860,860,0
3000,1,940,940,0
2998,1,816,816,0
2999,1,955,955,0
4141,1,1027,1027,0
4142,1,1104,1104,0
4143,1,1037,1037,0
4144,1,815,815,0
4297,1,816,816,0
4298,1,858,858,0
4265,1,769,769,0
4266,1,1006,1006,0
4267,1,994,994,0
4268,1,832,832,0
12041,1,1034,1034,0
12042,1,934,934,0
4299,1,844,844,0
4300,1,1020,1020,0
5017,1,963,963,0
5018,1,875,875,0
5019,1,890,890,0
5020,1,1119,1119,0
7225,1,1116,1116,0
7226,1,969,969,0
7227,1,843,843,0
7228,1,1001,1001,0
8109,1,985,985,0
8110,1,1117,1117,0
8111,1,945,945,0
8112,1,970,970,0
8137,1,1042,1042,0
8138,1,1014,1014,0
8139,1,833,833,0
8140,1,1155,1155,0
8197,1,938,938,0
8198,1,823,823,0
8200,1,1022,1022,0
8199,1,844,844,0
8477,1,914,914,0
8478,1,1041,1041,0
8479,1,857,857,0
8480,1,1023,1023,0
8497,1,1017,1017,0
8498,1,935,935,0
8499,1,983,983,0
8500,1,1026,1026,0
8565,1,903,903,0
8566,1,1010,1010,0
8568,1,832,832,0
8567,1,788,788,0
8597,1,992,992,0
8598,1,1058,1058,0
8599,1,1004,1004,0
8600,1,1081,1081,0
12043,1,1014,1014,0
12044,1,1094,1094,0
12081,1,975,975,0
12082,1,1125,1125,0
12083,1,1037,1037,0
12084,1,979,979,0
12185,1,1000,1000,0
12149,1,901,901,0
12150,1,1114,1114,0
12151,1,1021,1021,0
12152,1,879,879,0
12368,1,878,878,0
12153,1,879,879,0
12154,1,1114,1114,0
12155,1,966,966,0
12156,1,982,982,0
12233,1,1073,1073,0
12186,1,886,886,0
12187,1,981,981,0
12188,1,1087,1087,0
12234,1,1029,1029,0
12235,1,827,827,0
12236,1,1053,1053,0
12365,1,985,985,0
12366,1,970,970,0
12367,1,1014,1014,0
12517,1,961,961,0
12520,1,1122,1122,0
12518,1,1058,1058,0
