49548,0.283563,3188,904,2284
52539,0.279514,3295,921,2374
52540,0.410445,2987,1226,1761
53329,0.318483,3322,1058,2264
53330,0.274115,3473,952,2521
53339,0.472963,2700,1277,1423
53340,0.271578,3244,881,2363
53347,0.231932,3639,844,2795
53348,0.274985,3382,930,2452
36500,0.250924,3519,883,2636
36581,0.38694,2680,1037,1643
36582,0.297926,3182,948,2234
51193,0.2102,3706,779,2927
51194,0.44927,2533,1138,1395
36687,0.309537,3670,1136,2534
36688,0.269635,3234,872,2362
36689,0.27297,3374,921,2453
36690,0.375671,2795,1050,1745
36720,0.254247,3414,868,2546
36719,0.274567,3409,936,2473
36721,0.319721,3159,1010,2149
36722,0.431243,2727,1176,1551
36725,0.290122,3209,931,2278
36726,0.292414,3177,929,2248
37401,0.309026,3346,1034,2312
37402,0.257294,3599,926,2673
37405,0.322552,3432,1107,2325
37406,0.25102,3430,861,2569
37411,0.271386,3390,920,2470
37412,0.261043,3509,916,2593
37423,0.465125,2681,1247,1434
37424,0.326428,3186,1040,2146
37867,0.319887,3173,1015,2158
37868,0.220161,3720,819,2901
37454,0.246867,3431,847,2584
37455,0.254268,3280,834,2446
37456,0.26181,3281,859,2422
37707,0.318062,3427,1090,2337
37708,0.295238,3570,1054,2516
37694,0.335201,2855,957,1898
44569,0.267541,3278,877,2401
44570,0.324897,3398,1104,2294
44595,0.328048,3027,993,2034
44596,0.325678,3353,1092,2261
41646,0.295639,3325,983,2342
44571,0.306164,2969,909,2060
44572,0.351952,3151,1109,2042
50087,0.277846,3268,908,2360
50088,0.297635,3044,906,2138
52151,0.34868,3106,1083,2023
52152,0.307642,3075,946,2129
52159,0.31635,3101,981,2120
52160,0.274171,3527,967,2560
52329,0.316876,3099,982,2117
52167,0.307509,3356,1032,2324
52168,0.303985,3237,984,2253
52179,0.227881,3515,801,2714
52180,0.336947,3321,1119,2202
52229,0.328693,3161,1039,2122
52212,0.305137,3251,992,2259
52213,0.418288,2570,1075,1495
52214,0.235809,3541,835,2706
52215,0.348283,2854,994,1860
52216,0.259792,3268,849,2419
36035,0.31068,3296,1024,2272
36036,0.241434,3765,909,2856
36497,0.277365,3764,1044,2720
36498,0.2982,3055,911,2144
36499,0.318155,3426,1090,2336
37019,0.285329,3333,951,2382
37020,0.400301,2658,1064,1594
37023,0.328713,3030,996,2034
37024,0.252515,3778,954,2824
50553,0.330725,2939,972,1967
46735,0.246568,3569,880,2689
50554,0.269124,3608,971,2637
50557,0.335347,3310,1110,2200
50558,0.208791,3731,779,2952
50559,0.275107,3515,967,2548
50560,0.349371,3180,1111,2069
50628,0.408644,3054,1248,1806
50667,0.49498,2689,1331,1358
50668,0.342229,3185,1090,2095
51824,0.353405,3172,1121,2051
50718,0.238225,3673,875,2798
51047,0.32161,2957,951,2006
51048,0.310208,3027,939,2088
51365,0.297534,3203,953,2250
51366,0.299143,3149,942,2207
51361,0.296329,3351,993,2358
51362,0.316746,3577,1133,2444
51363,0.272671,3253,887,2366
51364,0.290066,3644,1057,2587
51368,0.271476,3341,907,2434
51367,0.272903,3613,986,2627
51823,0.463975,2873,1333,1540
51837,0.34253,2972,1018,1954
51838,0.420974,2670,1124,1546
51847,0.444678,2856,1270,1586
51848,0.275097,3606,992,2614
52230,0.37638,2989,1125,1864
52330,0.407366,2715,1106,1609
52331,0.333904,2920,975,1945
52332,0.330486,3044,1006,2038
68858,0.379552,2993,1136,1857
36727,0.322308,2963,955,2008
36728,0.238918,3587,857,2730
36753,0.218407,3640,795,2845
36754,0.326254,3390,1106,2284
37403,0.340161,3222,1096,2126
37404,0.2673,3367,900,2467
37087,0.329358,3270,1077,2193
37088,0.29945,3089,925,2164
37097,0.462445,2716,1256,1460
37098,0.436281,2872,1253,1619
37693,0.227802,3604,821,2783
37381,0.197625,3790,749,3041
37382,0.277304,3397,942,2455
37397,0.294913,3106,916,2190
37398,0.230218,3488,803,2685
37399,0.348633,3072,1071,2001
37400,0.309308,3094,957,2137
37407,0.291774,3489,1018,2471
37408,0.438109,2771,1214,1557
37409,0.334768,3020,1011,2009
37410,0.489257,2653,1298,1355
37413,0.461208,2797,1290,1507
37414,0.258237,3369,870,2499
37415,0.320528,3410,1093,2317
37416,0.316045,3297,1042,2255
37419,0.302502,3157,955,2202
37420,0.404598,2914,1179,1735
37421,0.3371,3097,1044,2053
37422,0.304472,3488,1062,2426
37451,0.265294,3400,902,2498
37452,0.404626,2983,1207,1776
37453,0.433191,2814,1219,1595
37709,0.328763,2990,983,2007
37710,0.47181,2696,1272,1424
37865,0.282952,3361,951,2410
37866,0.273564,3151,862,2289
37909,0.242818,3620,879,2741
37910,0.197063,3745,738,3007
46699,0.326413,3468,1132,2336
46700,0.224636,3775,848,2927
46703,0.294727,3186,939,2247
46704,0.212632,3800,808,2992
46715,0.258045,3325,858,2467
46716,0.266875,3200,854,2346
46721,0.30084,3570,1074,2496
46722,0.220865,3767,832,2935
46723,0.399427,2794,1116,1678
46724,0.438269,2681,1175,1506
46736,0.268468,3330,894,2436
52153,0.325493,3146,1024,2122
52154,0.359523,2851,1025,1826
52157,0.302781,3164,958,2206
52158,0.338503,2966,1004,1962
52181,0.349423,3294,1151,2143
52182,0.368403,2842,1047,1795
52183,0.412008,2665,1098,1567
52184,0.263429,3295,868,2427
52185,0.384963,3099,1193,1906
52186,0.342698,3061,1049,2012
52187,0.317849,3143,999,2144
52188,0.248623,3813,948,2865
52195,0.321277,3290,1057,2233
52196,0.361339,2809,1015,1794
52211,0.415819,2655,1104,1551
36503,0.33418,3151,1053,2098
36504,0.294721,3410,1005,2405
