10091,1,103,103,0
10092,1,84,84,0
10093,1,86,86,0
10094,1,89,89,0
10095,1,99,99,0
10116,1,96,96,0
10117,1,101,101,0
10118,1,91,91,0
10119,1,107,107,0
10120,1,104,104,0
11141,1,89,89,0
11142,1,109,109,0
11143,1,90,90,0
11144,1,92,92,0
11145,1,89,89,0
11401,1,92,92,0
11402,1,93,93,0
11403,1,102,102,0
11404,1,79,79,0
11405,1,90,90,0
11446,1,96,96,0
11447,1,95,95,0
11448,1,103,103,0
11449,1,94,94,0
11450,1,102,102,0
11496,1,92,92,0
11497,1,101,101,0
11498,1,98,98,0
11499,1,100,100,0
11500,1,107,107,0
11536,1,93,93,0
11537,1,101,101,0
11538,1,100,100,0
11539,1,98,98,0
11540,1,86,86,0
11561,1,88,88,0
11562,1,86,86,0
11563,1,102,102,0
11564,1,88,88,0
11565,1,74,74,0
11646,1,102,102,0
11647,1,85,85,0
11648,1,84,84,0
11649,1,90,90,0
11650,1,83,83,0
11691,1,92,92,0
11692,1,108,108,0
11693,1,105,105,0
11694,1,100,100,0
11695,1,111,111,0
11701,1,96,96,0
11702,1,98,98,0
11703,1,105,105,0
11704,1,81,81,0
11705,1,104,104,0
11736,1,100,100,0
11737,1,81,81,0
11738,1,102,102,0
11739,1,93,93,0
11740,1,111,111,0
11761,1,100,100,0
11762,1,91,91,0
11763,1,84,84,0
11764,1,102,102,0
11765,1,93,93,0
11776,1,91,91,0
11777,1,101,101,0
11778,1,102,102,0
11779,1,83,83,0
11780,1,87,87,0
11781,1,82,82,0
11782,1,83,83,0
11783,1,80,80,0
11784,1,90,90,0
11785,1,87,87,0
11811,1,92,92,0
11812,1,86,86,0
11813,1,106,106,0
11814,1,92,92,0
11815,1,90,90,0
11821,1,103,103,0
11822,1,84,84,0
11823,1,77,77,0
11824,1,84,84,0
11825,1,95,95,0
11896,1,91,91,0
11897,1,107,107,0
11898,1,106,106,0
11899,1,86,86,0
11900,1,95,95,0
11901,1,109,109,0
11902,1,89,89,0
11903,1,85,85,0
11904,1,88,88,0
11905,1,108,108,0
11931,1,87,87,0
11932,1,91,91,0
11933,1,92,92,0
11934,1,86,86,0
11935,1,107,107,0
11936,1,83,83,0
11937,1,79,79,0
11938,1,78,78,0
11939,1,98,98,0
11940,1,104,104,0
12106,1,99,99,0
12107,1,99,99,0
12108,1,89,89,0
12109,1,87,87,0
12110,1,93,93,0
12136,1,85,85,0
12137,1,102,102,0
12138,1,102,102,0
12139,1,97,97,0
12140,1,97,97,0
12171,1,96,96,0
12172,1,92,92,0
12173,1,85,85,0
12174,1,97,97,0
12175,1,115,115,0
12176,1,112,112,0
12177,1,85,85,0
12178,1,92,92,0
12179,1,100,100,0
12180,1,92,92,0
12256,1,105,105,0
12257,1,87,87,0
12258,1,83,83,0
12259,1,89,89,0
12260,1,85,85,0
12291,1,86,86,0
12292,1,79,79,0
12293,1,92,92,0
12294,1,93,93,0
12295,1,90,90,0
12501,1,91,91,0
12502,1,84,84,0
12503,1,92,92,0
12504,1,88,88,0
12505,1,100,100,0
12591,1,97,97,0
12592,1,92,92,0
12593,1,83,83,0
12594,1,86,86,0
12595,1,95,95,0
12621,1,104,104,0
12622,1,98,98,0
12623,1,78,78,0
12624,1,97,97,0
12625,1,93,93,0
12651,1,89,89,0
12652,1,101,101,0
12653,1,79,79,0
12654,1,90,90,0
12655,1,103,103,0
12681,1,105,105,0
12682,1,101,101,0
12683,1,94,94,0
12684,1,109,109,0
12685,1,102,102,0
12716,1,80,80,0
12717,1,85,85,0
12718,1,95,95,0
12719,1,94,94,0
12720,1,88,88,0
14631,1,94,94,0
14632,1,87,87,0
14633,1,91,91,0
14634,1,100,100,0
14635,1,101,101,0
14671,1,107,107,0
14672,1,85,85,0
14673,1,89,89,0
14674,1,99,99,0
14675,1,109,109,0
14691,1,95,95,0
14692,1,102,102,0
14693,1,95,95,0
