1669,1,927,927,0
2580,1,878,878,0
6335,1,1086,1086,0
6907,1,941,941,0
2744,1,1073,1073,0
3017,1,935,935,0
3588,1,971,971,0
3779,1,995,995,0
3815,1,1006,1006,0
8866,1,913,913,0
3022,1,922,922,0
3088,1,1101,1101,0
3799,1,1147,1147,0
3822,1,928,928,0
3832,1,1123,1123,0
3838,1,888,888,0
4061,1,1003,1003,0
5493,1,917,917,0
5529,1,1146,1146,0
5738,1,919,919,0
5745,1,896,896,0
6410,1,1185,1185,0
7161,1,1073,1073,0
7317,1,887,887,0
8030,1,987,987,0
8189,1,887,887,0
8202,1,1006,1006,0
8203,1,982,982,0
8204,1,950,950,0
8207,1,899,899,0
8223,1,1095,1095,0
8224,1,968,968,0
8225,1,934,934,0
8226,1,999,999,0
8227,1,952,952,0
8228,1,950,950,0
8676,1,958,958,0
9055,1,1115,1115,0
10458,1,902,902,0
10554,1,1016,1016,0
10864,1,954,954,0
10870,1,922,922,0
11003,1,1088,1088,0
11005,1,913,913,0
11020,1,1050,1050,0
11023,1,1055,1055,0
11030,1,916,916,0
11006,1,923,923,0
11,1,874,874,0
5770,1,1140,1140,0
9004,1,1134,1134,0
9238,1,918,918,0
9406,1,875,875,0
2714,1,938,938,0
7451,1,996,996,0
11164,1,1149,1149,0
3020,1,1089,1089,0
8875,1,922,922,0
8909,1,985,985,0
8911,1,1044,1044,0
3266,1,1062,1062,0
3226,1,972,972,0
3252,1,1068,1068,0
3258,1,884,884,0
3277,1,898,898,0
3576,1,1020,1020,0
3333,1,950,950,0
3430,1,908,908,0
3431,1,898,898,0
3432,1,1030,1030,0
3564,1,1012,1012,0
3581,1,1141,1141,0
3833,1,1000,1000,0
3955,1,951,951,0
3959,1,1012,1012,0
3960,1,892,892,0
3821,1,1152,1152,0
3874,1,954,954,0
3905,1,1171,1171,0
3910,1,911,911,0
3942,1,1011,1011,0
3992,1,905,905,0
5123,1,1060,1060,0
5244,1,838,838,0
5277,1,1034,1034,0
5305,1,900,900,0
8219,1,897,897,0
8229,1,943,943,0
8230,1,853,853,0
8232,1,1011,1011,0
