Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_726_550,0.7837
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_200_1,0.794
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_250_75,0.8109
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_550_375,0.7503
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_500_225,0.6374
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_300_100,0.7578
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_200_25,0.8029
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_350_50,0.7449
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_300_125,0.7489
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_400_200,0.7478
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_475_225,0.7434
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_750_475,0.6521
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_500_300,0.6671
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_425_225,0.7181
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_450_275,0.7027
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_500_250,0.7306
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_475_200,0.7051
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_350_175,0.7479
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_475_275,0.6831
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_400_150,0.7191
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_350_100,0.7498
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_400_175,0.7354
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_450_250,0.7203
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_400_100,0.7227
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_425_150,0.6993
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_526_275,0.6447
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_450_225,0.6944
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_526_325,0.6832
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_425_175,0.7241
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_550_300,0.6979
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_450_150,0.6993
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_650_475,0.6544
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_450_175,0.676
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_526_250,0.6677
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_475_250,0.7053
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_250_50,0.7424
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_850_626,0.706
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_250_1,0.7581
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_576_350,0.7079
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_676_425,0.7884
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_450_200,0.7396
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_475_300,0.7189
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_350_150,0.6983
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_526_300,0.7116
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_300_1,0.7386
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_400_225,0.7301
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_475_175,0.7027
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_425_200,0.7107
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_425_250,0.739
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_576_325,0.6437
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_700_450,0.6341
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_500_325,0.6978
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_876_650,0.6498
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_600_300,0.6632
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_700_500,0.6155
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_626_350,0.6681
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_826_550,0.6578
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_650_450,0.6162
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_800_500,0.5738
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_576_400,0.726
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_550_275,0.6878
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_776_550,0.7823
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_550_350,0.6735
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_300_50,0.7242
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_526_350,0.6802
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_800_526,0.7338
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_650_350,0.5749
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_576_375,0.6809
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_800_576,0.6904
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_600_325,0.6039
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_626_375,0.5846
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_626_400,0.6423
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_600_400,0.6864
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_626_450,0.6243
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_626_425,0.7279
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_550_250,0.6685
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_550_325,0.7313
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_600_350,0.604
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_726_500,0.5527
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_876_576,0.7497
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_500_200,0.721
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_600_425,0.6538
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_726_450,0.7791
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_500_275,0.6753
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_800_626,0.7134
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_700_526,0.7372
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_676_450,0.7019
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_676_475,0.6826
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_576_300,0.5929
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_676_500,0.6078
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_700_425,0.7202
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_900_600,0.581
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_750_550,0.7165
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_850_650,0.4597
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_726_526,0.7488
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_650_425,0.6666
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_700_475,0.6505
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_750_500,0.6532
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_600_375,0.7209
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_776_600,0.6126
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_650_400,0.6911
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_750_576,0.9109
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_826_650,0.6283
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_826_626,0.6513
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_926_626,0.4576
Fall17_102X_SMS,SMS-T2bW_TuneCP2_13TeV-madgraphMLM-pythia8_900_626,0.5107
