Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_400_225,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_450_175,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_200_1,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_550_275,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_550_350,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_300_100,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_425_250,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_350_50,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_200_25,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_550_250,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_300_125,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_650_400,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_600_300,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_400_100,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_400_175,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_250_1,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_550_300,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_400_200,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_425_200,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_500_250,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_450_250,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_500_225,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_425_175,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_526_275,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_650_450,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_500_275,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_576_375,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_475_250,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_350_175,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_300_50,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_576_400,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_700_475,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_425_225,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_676_500,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_475_300,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_800_600,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_826_526,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_600_350,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_250_50,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_626_400,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_250_75,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_526_325,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_300_1,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_350_100,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_650_350,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_450_150,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_475_200,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_950_650,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_550_325,1
Summer16_102X,SMS-T2bW_TuneCUETP8M1_13TeV-madgraphMLM-pythia8_350_150,1
